id,Composer,Title,Publisher,Comment,OCLC,Classification
249,"Debussy, Claude, 1862-1918.",Sonate pour violoncelle et piano,"Durant & Cie, Paris, .", Score and part. Excellent condition. No bowmarkings. Title on added t.p.: Six sonatas pour divers instruments; la premiere pour violoncelle et piano. Other title: Six sonatas pour divers instruments; Premiere pour violoncelle et piano,938186,D43 2tet SON D8
207,"Debussy, Claude, 1862-1918.",Sonate pour violoncelle et piano,"Durand, Paris, ."," Cello part only, score missing. Extremely poor condition. Yellow, brittled paper. Torn all over.  Numerous tape repairs over the years that have yellowed/britted with time. Unusable.",938186,D43 2tet SON D8
215,"Debussy, Claude, 1862-1918.",Sonate pour violoncelle et piano,"Durand & Cie, Paris, 1957.", Score and part. Fair condition. Part has very heavy bowmarkings. Additional copy of the cello part is included from an older printing. Cover title./ Title on added t.p.: Six sonatas pour divers instruments; la premiere pour violoncelle et piano.,938186,D43 2tet SON D8
726,"Debussy, Claude, 1862-1918.","Trio in G für Klavier, Violine und Violoncello : Premier trio en sol ","G. Henle Verlag, Munchen, ."," Score and two parts. Very good condition. Claude Debussy ; nach den Autographen herausgegeben von Ellwood Derr ; Fingersatz der Klavierstimme von Daniel Blumenthal. Pref. in English, French, and German.",16710385,D43 3tet G-Maj
510,"Delius, Frederick, 1862-1934.",Concerto for violoncello and orchestra ,"Boosey & Hawkes Ltd., London, ."," Score and two cello parts. Includes both original and new eds. of the violoncello part. Excellent condition. Frederick Delius ; violoncello and piano, arranged by Philip Heseltine ; with a new edition of the solo part by Herbert Withers.",6133593,D45 ENS CON
374,"Dembska, Anna.",You've got rhythm :read music better by feeling the beat ,"Flying Leap Music, Brooklyn, .", 56 page book. Volume 3 only. Excellent condition.,49249808,TECH D46 Youv
876,"Diamond, David, 1915-2005.","Quintet : for flute, string trio and piano ","Southern Music Pub. Co., New York, .", Score and four parts. Good condition. Some aging to the cover of the score.,1984715,D5 5tet
544,"Dickinson, Peter, 1934-.",Threnody :for cello and piano ,"Novello & Company Limited, London, .", Score and part in paper sleeve. Excellent condition. No bowmarkings. Preface note from composer on first page of score.,25574853,D53 2tet Thre
70,"Dillon, Lawrence, 1959-.","Sanctuary: two violins, viola, cello, double bass, horn, piano","American Composers Editions, New York, NY, 2013."," 6 parts and 3 scores, spiral bound. Commissioned by the Seattle Chamber Music Society.",,D55 7tet Sanc
773,"Dittersdorf, Karl Ditters von, 1739-1799.","Quintet no. 6, in G major : for two violins, viola, and two cellos ","International Music Company, New York City, ."," Score and five parts.  Cover of score is worn and tearing slightly at the crease.  Otherwise, score pages and parts are in excellent condition. Dittersdorf ; [edited by W. Altmann].",2143659,D58 5tet no. 6
620,"Dmitriev, Georgij Petrovic, 1942-.",Cetvertyj strunnyj kvartet,", , .", Four parts in manila folder. Good condition. No bowmarkings. Cetvertyj strunnyj kvartet = Fourth String Quartet,,D6 4tet no. 4
111,"Doane, Steven.","Cello ergonomics :a handbook to help develop freedom of movement, balance and fluency at the cello ","Bartholomew Music Publications, London, U.K., 2006."," Spiral-bound handbook.  28 pages. Signed on cover: ""For Toby with Love! <3 Enjoy - & tell me what to change! Steve D""",271309345,TECH D63 Cell
508,"Dohnányi, Erno, 1877-1960.",Concertpiece in D major :opus 12 : for cello and piano ,"International Music Company, New York City, .", Score and part. Excellent condition. Very light bowmarkings.,422705847,D64 2tet op. 12
745,"Dohnányi, Erno, 1877-1960.","II. Quintett Es moll (Mi♭ mineur, E flat minor) : Piano, 2 Violinen, Viola & Vcello ","N. Simrock, London, .", Score and four parts. Used condition.  Cello part is heavily bowmarked.  Cover has some tears at the crease which have been mended with scotch tape. Ernst von Dohnányi.,17712548,D64 5tet Eb-Min
751,"Dohnányi, Erno, 1877-1960.","Quintet in C minor, opus 1 : for piano, two violins, viola, and cello ","International Music Company, New York City, .", Score and four parts in paper sleeve. Fair used condition. Heavy bowmarkings in all parts. Dohnanyi ; [edited by Isidor Philipp].,2142027,D64 5tet op. 1
4,"Dohnányi, Erno, 1877-1960.","Serenade, opus 10, for violin, viola, and cello","International Music Company, New York City, 1943.", Three parts in paper sleeve.  Cello part shows heavy bowmarkings.,1616561,D64 3tet SER op. 10
846,"Dohnányi, Erno, 1877-1960.","Sextet in C major, op. 37, for pianoforte, violin, viola, violoncello, clarinet, and horn ","Alfred Lengnick & Company, London, .", Five parts in paper sleeve; piano part is missing. Used condition. Sleeve is torn completely at the crease and tattered. Heavy bowmarkings in cello part. A file folder with photocopies of cello part is filed with this item. Dohnányi.,3589206,D64 6tet op. 37
847,"Dohnányi, Erno, 1877-1960.","Sextet in C major, op. 37, for pianoforte, violin, viola, violoncello, clarinet, and horn ","Alfred Lengnick & Company, London, .", Five parts and score in file folder. Piano part is missing.  Otherwise excellent condition.  Five photocopies spiral bound with dark red covers are filed with this item. Dohnányi.,3589206,D64 6tet op. 37
845,"Dohnányi, Erno, 1877-1960.","Sextet in C major, op. 37, for pianoforte, violin, viola, violoncello, clarinet, and horn ","Alfred Lengnick & Company, London, .", Score (spiral bound) and five parts. Excellent condition. Dohnányi.,3589206,D64 6tet op. 37
168,"Dohnányi, Erno, 1877-1960.","Sonata in B flat major, opus 8, for cello and piano ","International Music Company, New York City, .", Cello part only (score missing). Poor condition. Heavy bowmarkings in cello part. Brittle paper tearing at fold.,22280212,D64 2tet SON op. 8
951,"Dorati, Antal.","Notturno and capriccio for oboe, 2 violins, viola & cello","Mills Music, New York, ."," Photocopies of parts only. No originals. Score, oboe part and violin II part are missing.",18850445,D67 5tet NOC
408,"Dotzauer, J. J. F. 1783-1860.",113 studies for cello solo ,"International Music Company, New York City, ."," 62 pages of music. Good conditon. Page block has separated from the cover, but otherwise good condition.",3865492,TECH D68 Stud
400,"Dotzauer, J. J. F. 1783-1860.",113 studies for cello solo ,"International Music Company, New York City, .", 47 pages of music. Book III of IV only.  Used condition. Paper is yellowing and separating at the binding. [edited by J.] Klingenberg.,3865492,TECH D68 Stud vol. 3
280,"Dotzauer, J. J. F. 1783-1860.",113 studies for cello solo / Book I,"International Music Company, New York City, .", 43 pages of music. Fair condition. Some wear to the cover at the crease. Some pages are starting to separate from the binding. [edited by J.] Klingenberg.,3865492,TECH D68 Stud vol. 1
11,"Drdla, Franz, 1868-1944.",Souvenir,"Carl Fischer, Inc., New York, 1927.", Piano score only.,184792438,D7 3tet Souv
393,"Duport, J. L. 1749-1819.",21 Etüden für Violoncello ,"C.F. Peters, Leipzig, .", 71 pages of music. Aged condition. Paper is yellowing and separating at the binding. No bowmarkings. Revidiert und bezeichnet von Friedrich Grützmacher ; neu Durchgesehen von Walter Schulz.,2124302,TECH D8 ETU
117,"Dvorák, Antonín, 1841-1904.","Cello concerto: B minor, op. 104 ","Ernst Eulenburg Ltd., London, 1976."," One study score, 104 pages. Good condition, some wear to the cover. ""Edition Eulenburg, no. 785.""/ Foreword in English by Roger Fiske, with German translation by S. de Haan.",4587978,D86 ENS CON op. 104
1157,"Dvorák, Antonín, 1841-1904.",Concerto in B minor : for violoncello and piano ,"Masters Music Publications, Boca Raton, Fla., .", 47 page score and part. Excellent condition. No bowmarkings. By Antonín Dvořak ; edited by Otakar Šourek. Critical ed. Based on the composer's ms.,42063287,D86 2tet CON op. 104
527,"Dvorák, Antonín, 1841-1904.","Concerto in B minor op. 104, for cello and piano ","International Music Company, New York City, .", Score only; cello part is missing. Score is in good condition. Originally for violoncello and orchestra; acc. Arr. For piano./ Cello part edited by Leonard Rose.,1579761,D86 2tet CON op. 104 I5
524,"Dvorák, Antonín, 1841-1904.","Concerto in B minor op. 104, for cello and piano ","International Music Company, New York City, .", Score and part. Good condition. No bowmarkings. Some wear/staining to the cover. Originally for violoncello and orchestra; acc. Arr. For piano./ Cello part edited by Leonard Rose.,1579761,D86 2tet CON op. 104 I5
503,"Dvorák, Antonín, 1841-1904.","Concerto in B minor, opus 104, for cello and piano ","International Music Company, New York City, .", Score and part. Poor aged condition. Paper for both score and part are yellowing and very tattered. Part is heavily bowmarked. Score pages have separated from the binding. Cover is separated completely at the crease and is faded. Dvorák ; [cello part edited by] Leonard Rose.,1016918,D86 2tet CON op. 104 I5
314,"Dvorák, Antonín, 1841-1904.",Polonaise for cello and piano ,"Oxford University Press, London, .", Score and part. Good condition. No bowmarkings. Edited by Terry King.,4163805,D86 2tet POL
685,"Dvorák, Antonín, 1841-1904.","Quartet in E flat major, opus 87, for piano, violin, viola, and cello ","International Music Company, New York City, .", Piano score and three parts in paper sleeve. Good condition. Heavy bowmarkings in the cello part.,466642,D86 4tet op. 87 I5
691,"Dvorák, Antonín, 1841-1904.","Quartet in E-flat, op. 87, for violin, viola, violoncello and piano ","Masters Music Publishcations, Inc., Boca Raton, Florida, .", Piano score and three parts. Excellent condition. Critical ed. Based on the composer's manuscript ; edited by Karel Šolc.,21248953,D86 4tet op. 87
683,"Dvorák, Antonín, 1841-1904.","Quartet no. 1 ; in D major, opus 23 for piano, violin, viola and cello ","International Music Company, New York City, .", Piano score and three parts in paper sleeve. Good condition. Some bowmarkings in all string parts.,3305420,D86 4tet op. 23
58,"Dvorák, Antonín, 1841-1904.","Quartet no. 3 in E flat major, opus 51, for two violins, viola, and cello ","International Music Company, New York City, 1950.", Four parts in paper sleeve. Excellent condition.,5437709,D86 4tet op. 51
59,"Dvorák, Antonín, 1841-1904.","Quartet no. 4 in C major, opus 61 :for two violins, viola, and cello ","International Music Company, New York City, 1949.", Four parts in paper sleeve. Excellent condition.,2349486,D86 4tet op. 61
79,"Dvorák, Antonín, 1841-1904.","Quartet no. 6 in F major, opus 96 :American : for two violins, viola and cello ","International Music Company, New York City, 1950.", Four parts in paper sleeve. Heavy bowmarking in the cello part. [edited by the] Paganini Quartet.,969046,D86 4tet op. 96
634,"Dvorák, Antonín, 1841-1904.","Quintet for 2 violins, viola, violoncello and double-bass (Kontrabaß), op. 77, G major =G-Dur = Sol majeur ","Ernst Eulenburg, Ltd., London, .", 70 pages of music. Mini score. Good condition. Some folding on the cover corners.,8918534,D86 5tet op. 77
788,"Dvorák, Antonín, 1841-1904.","Quintet in E flat major, op. 97 : for two violins, two violas, and cello ","International Music Company, New York City, .", Five parts in paper sleeve. Very good condition. Some bowmarkings.,2361113,D86 5tet op. 97 I5
789,"Dvorák, Antonín, 1841-1904.","Quintet in G major : Op. 77, for two violins, viola, cello and bass ","Belwin Mills Publ. Corp., Melville, N.Y., ."," Five parts in paper sleeve. Worn condition. Heavy bowmarkings in cello part, otherwise good condition. Sleeve is torn in half at the crease.",7868142,D86 5tet op. 77 B45
635,"Dvorák, Antonín, 1841-1904.","Quintet, Eb major for 2 violins, 2 violas and violoncello, op. 97 ","Ernst Eulenburg, Ltd., London, .", 109 pages of music. Mini score. Excellent condition.,342399,D86 5tet op. 97
753,"Dvorák, Antonín, 1841-1904.","Quintet, in A major : opus 81, for piano, two violins, viola, and cello","International Music Company, New York City, .", Score and four parts in paper sleeve. Used condition.  All parts have bowmarkings. Paper is starting to yellow and there is some separation at the crease on the cello part. An extra Violin II part is filed with this item from the same publisher (though appears to be a different printing).,1960839,D86 5tet op. 81
339,"Dvorák, Antonín, 1841-1904.","Romantic piece :opus 75, no. 4 ","International Music Company, New York City, .", Score and part. Good condition. Some slight tearing at the edge of the cello part. Transcribed for cello and piano by Pierre Fournier.,17873150,D86 2tet ROM op. 75
450,"Dvorák, Antonín, 1841-1904.","Rondo for cello and piano, opus 94 ","International Music Company, New York City, .", Score and part. Good condition. No bowmarkings. [edited by] Leonard Rose.,220423642,D86 2tet RON op. 94
636,"Dvorák, Antonín, 1841-1904.","Sextet for 2 violins, 2 violas and 2 violoncellos, op. 48, A major =A-Dur = La majeur ","Ernst Eulenburg, Ltd., London, .", 62 pages of music. Mini score. Excellent condition. Foreword in English and German by John Clapham.,2918813,D86 6tet op. 48 E85
812,"Dvorák, Antonín, 1841-1904.","Sextet in A major, op. 48 : for two violins, two violas and two cellos ","Belwin Mills, Melville, N.Y., .", Five parts in paper sleeve; Viola II part is missing.  Used condition. Sleeve is tearing at the crease. Bowmarkings in all parts. Extra cello II part is filed with this item.,9293852,D86 6tet op. 48 B45
543,"Dvorák, Antonín, 1841-1904.","Slavonic dance no. 2 in E minor, opus 72 ","International Music Company, New York City, .", Score and part in paper sleeve. Aged condition. Paper is yellowing and starting to tatter at the edges. Some bowmarkings. Dvorák ; transcribed for cello and piano by Joachim Stutschewsky.,8216946,D86 2tet DAN op. 72
